,item_name,price,overall_rating,num_rating,rev_title,review_text,section,target
460,Women One Piece Pajamas Autumn Nightwear Long Sleeve Pajamas Sleepwear Pyjamas Nightwear Romper Jumpsuit Set,17.99,3.0,43.0,very cute but factory flaw cute pjs but has a misprinted heart cute misprinted heart poorly made extremely bad quality don t buy this item save your money faded vinyl don t buy the worst when did clothes become so cheap flimsy material poorly made do not get,the fit and feel of the fabric is great no issue there but the heart patch is faded blotchy right out of the package not sure how it ever left the manufacturer being this obvious i wanna order another hopefully it doesn t have the same issue material feels great but there is a misprint of the heart that has red but was supposed to be a pink heart i reached out to the vendor but still haven t received a email or message back the item is certainly cute and the material is comfortable but you should definitely go a size up not only that but like everyone else i was shocked to see the heart was discolored when i went and looked at the photos very closely you can kind of see it there they should have done a better job on catching that in the light though i will probably let my daughter rock this the pj have a miss print of the supposed pink heart and red the picture does not show this type of print so it must be accidentally thin material the heart looks like it has a defect as it is poorly colored i haven t washed but i doubt it will tolerate any washing or drying do not recommend this item to anyone terrible quality i d like to return it poor quality and bad decal when i got the item the vinyl color was distorted cute but very small didnt fit horrible quality doesn t look like the picture at all super disappointed save yourself the time and money by not buying this products 1 10 recommend the pink heart was red and discolored the fit was weird and did not feel comfortable although my build is similar to the models yes i went a size up one if the buttons was not placed correctly all and all just terrible i thought the thing was pink but its grey fits wonderful bottom button was messed up but was easily fixed i m not pleased at all with this i got this for my sister but the red heart is suppose to be pink and its discolored horrible material stained on the back like someone wore it and the heart is half missing n looked melted such an absolute disappointment this item is still in the package and i will be returning it the material is so flimsy and cheap you definitely get what you pay for don t do it like it but need to address another issue about the same package this one seems a bit better quality than the pink one fits nice sizing was off the large fit like a jr large not ladies i am not pleased at all with this somehow i got an extra pajama package delivered at the same time,women's clothing,0
461,Women's and Women's Plus Midi Chemise Sleepwear Dress,14.97,4.8,96.0,not original brand but still great not the original brand but still great a must buy you won t be disappointed very comfy sleeping in comfort perfect in every way maker change made sizing difference not what it says not like usual secret treasures size up love it i bought 2 and will be buying more night gown s i like these i have 5 of these i like it so much you will love it favorite gowns ever soft and comfortable wonderful fit color and soft material i m in love,still feels look feel bought two different patterned one s when received my daughter decided it was soft comfortable had pockets she would steal one from me so i had to order more they are so comfortable wash well etc so ordered more in different colors and patterns available i have no complaints these gowns are absolutely perfect very soft very comfortable i love them i ordered 4 more as i have fibromyalgia and wear lounge wear alot these are perfect first got xtra large have to return reordered in large i m 155lbs 5 5 measurements are 42 37 37 love them same secret treasures quality i love the fact it looks like a dress but actually is sleepwear the feel of the material is very soft against my skin i plan to purchase other colors thanks i bought 3 of these and like them very much be aware that the lighter colors are somewhat transparent stick with the dark colors if you want no see through perfect in every way true to size soft and arms holes were just right i m always concerned when buying a sleeveless item because the arm holes are often way to big these are perfect i bought two but i plan to get one of each i purchased two gowns in an xl they ran a bit large but i liked them so i went on and ordered two in navy blue in an l size when they arrived they were by a different maker their size large runs smaller the smaller ones are by layla and the ones that ran large were secret treasures the material is already pilling after washing the secret treasures so i have been making sure to wash them inside out in a lingerie bag a little more care than i wanted to do but not a big deal they are ok for the price so just average rating i do love that they have pockets though i ordered this as it looked exactly the same style as another secret treasures tagless nightgowns i have purchased just a different color the nightgown that arrived had a tag with the brand layla not secret treasures and the cut was tighter than usual not happy that this is not what is shown online i have been a huge fan of secret treasures for years i love this style gown and always snap up several when they become available i had noticed a reviewer stated the tag said layla but ordered anyway i wisely only opened and washed one of the 3 i bought and when i tried it on sure enough it was not sized liked the secret treasures i have grown to love an xl in this one comes up too far under my armpits and the length is much shorter than usual nothing like the length in the pic i even took another from the bag and held it up to see if something had gone wrong in the wash nope still smaller than usual i went ahead and ordered a couple of 2x because the material and quality seem the same as secret treasures and this style is so hard to find i ll just have to return the others i did not try on ugh love i bought three of these in different patterns i bought one first loved it so much i went in and bought the other two can t beat them for that price perfect in every way true to size soft and arms holes were just right i m always concerned when buying a sleeveless item because the arm holes are often way to big these are perfect i bought two but i plan to get one of each i love these night gowns if you wear a 3x don t worry it will fit you i love they have side pockets too i bought the viola floral black grey floral and black multi floral i wasn t disappointed very good for the price the prints are not exactly sophisticated but they are pretty enough soft and easy to sleep in i got two and i will wear these a lot i love this nightgown i like the fit its lightweight and very soft it washes well i hang it to dry it is very pretty and comfortable it covers all areas that should be covered i really live these gowns i have ordered several i different colors and patterns the fabric is so soft and comfortable they are good quality and wash well i recommend them i loved the the first one that i bought so much that i bought five more by far the most comfortable gowns i have ever owned the fabric is so soft and stretchy the pockets are awesome if you are tall the length of these gowns are amazing these nightgowns are so soft and i ordered mine to big but i still wear all three cuz they are so comply i loved these so much i bought in every color i am a size 5x and found the fit fantastic and the soft material wonderful these are the softest most comfortable gowns i ve owned i love that the have pockets absolutely love,women's clothing,1
462,Assurance S/M Unisex Overnight Underwear 16ct,7.88,4.6,172.0,you can be assured they are good best overnight product a great help the best overnight underwear finally adult disposable underwear that works one of the best bargains around finally something that truly works awesome for someone who has no control and night great job best ever excellent product great price great product,i almost don t want to say how good these are for fear i won t ever be able to find any on the shelf i use these on my 100 year old mother at night she is not incontinent but she is a frequent nighttime bathroom user and these allow me to get sleep instead of getting her up every 2 hours they hold as much liquid as the more expensive kind which are twice the price i recently ordered 10 packages online for delivery because of covid 19 since the only downfall of this product is i never can find more than 1 4 packages on the shelf no matter what walmart i go to and sometimes i don t find any others must know how good they are too this works well for the side sleepers with minimum leaks this is far better product than depends w pads added which only leaked most of the time this product doesn t leak hardly ever because it has a leak guard i m so glad i found these for my mom i have tried all the heavy duty and overnight underwear and this is by far the best one hard to find in the stores but no problem online order a case and that comes out to just a little over 5 a package great product great price free delivery for 2 cases the capacity of this underwear is amazing i care for my wife who has dementia without this technology product the job would be almost impossible for me having this aspect of her care under control makes the job manageable i have had to use other brands these are great ive tried many brands for my 96 yr old mother these hold up the best she will finish up the other brands and we will stick with these from now on give them a try youll like them too i strongly recommend them i have been on the hunt for leakage proof odor free adult disposable underwear for my dad for months i ve tried different types of brands with the last one being tena which was was quite expensive i was more than willing to pay just about any price for a product that met my dad s incontinence needs however nothing i purchased prior to this brand worked i did some extensive search and read very good reviews on the assurance unisex overnight brand and decided to try them out i found the cost to be very reasonable much cheaper than the tena brand but once again my concern was not about cost i just wanted something that worked for my dad viola these work wonderfully excellent fit leakage and order proof the only negative for me is that 64ct is not available to purchase in the stores so i have to opt for shipping instead i prefer to buy in bulk not to mention the 64ct is a better deal than the 16ct it took longer to arrive than i expected but not a deal breaker for me comfortable and very good fit these are high capacity and are as good as any of the popular name brand products and actually much better than most the cost is quite modest and ordering a greater quantity from walmart on the internet 8 packages in my case they are very inexpensive buy a single package at the store to try them out and i bet you will be as pleasantly surprised as i was i won t buy any other brand from now on after trying several brands including depends these work best for my mother who has bladder issues keeps the bed dry and are very comfortable i woke up in november 2018 a paraplegic thus is why at 48 i had to find a way to stay dry through the sleeping hours waking up wet isn t fun for anyone so after trying many different products my wife grabbed the walmart brand because it was all they had it is the best protection i have ever had so try the assurance equate you won t be disappointed i order these for a family member i had been ordering them a case at a time but now it seems they are out of stock they are cheaper by the case however you can order limit 3 separately for 7 88 each compared to 20 00 ish for a case of four good product plz keep in stock cases thicker than needed now but they will really hold a lot for someone who has no control if you just leak get the lighter version but these will hold ya all night i had no problem with the product i just have not received my whole order yet i have reached out and still have not heard a word 4 pks were ordered but i only recieved 2 in the box that i received so pay for 4 but only got 2 hmm ngreat product when you get what you paid for this product is very comfortable and works for overnight it is usable by both males and females i have been buying this for over 2 years now and can not find anything that works better i received my order on a rainy day my package arrived in a plastic bag doesnt get wet and arrive on time these are good only thing wrong is i need a size small and you don t seem to have any i hope you have them soon i will have to stick with the depends until you have a small size thank you this is an excellent adult diaper it doesn t leak or fall apart the best price anywhere excellent product timely delivery most comfortable absorbent adult underwear i use these on my mom and they keep her really dry especially at night and the price is right also especially with her being on a fixed income the work great comfortable and no leaking excellent price,women's clothing,1
463,Women Lady Indoor Slippers Cotton Warm Bedroom Furry Slippers Anti-Slip Shoes,10.49,2.4,87.0,cute slippers cheap buy good for warmth terrible for walking in advise you to buy it one size up for better fit keep looking no read the reviews before u buyp not worth the money horrible cheap slippers size up pink delight don t order runs small and uncomfortable heel too small soft and cozy displeased with walmart runs small,very cute and comfortable slippers but i would only advise that you really watch the sizing because i ordered a size bigger which we could have ordered a size bigger than that other than that i would recommend the product so be careful when ordering your size super cute but they run small in size i purchased a 10 11 and they are really snug a bigger size up would have been perfect these slippers should have been 1 as they are made of very cheap quality and run small my feet just made it in these will keep your feet warm and are fine for keeping under your desk to keep your toes from getting cold they re hard to walk around in because they have no structure for the bottoms for something to slip your feet into while watching a movie or not moving they re fine but if you need to wear them to walk around they won t do i got these for an upcoming hospital stay and don t think they will work they squish when you walk and your foot can slide to either side when stepping so would be bad for balance they do keep your feet warm just don t walk around in them i like the look color and style easy slide on and off but i do not like the sole is like suede with a weird sewn in rectangular piece on the sole odd but worse is the sizing i advise you to buy one size up my heels are constantly slipping off don t waste your money on these they are not true to size run very small they also have a weird sole that are very slippery the colors also do not represent what i got i got two pair for a sister weekend and they were a disappointment to say the least awful nstart off soft and plush by end of day one soles are flattened never to refluff and feel like walking on floor and fall off my feet because deflated so much ndo not recommend these run ridiculously small both in length and across the top also do not look like they would last long even with indoor use only very disappointed look so cute and comfy in picture these shoes r not worth 2 00 let alone 10 49 cheapest materials used to make these i normally wear a size 8 9 but i got a size 10 11 and i can barely get my feet in them these r nothing but junk these are not worth a penny they are small fit and they have very little bottom on them at all feels like walking on ground nothing in your feet i would give a 0 if i could i could have gotten the same unusable slippers from dollar tree ended up giving them to my puppy to chew on very cheaply made not at all comfortable nowhere near the comfiness of dearfoams for just a few more bucks i ordered xl and it said it would fit up to size 12 these are more like size 9 so they don t fit at all like the style and color but too small ordered my size but too small does not run true to size very disappointed slippers are thin and wrong size and very small thin lip at the heel is super uncomfortable i ordered 10 11 and they are too small my shoe size is 10 not worth buying will never order again i loved the look of these but unfortunately they were too small i wear a 9 so ordered a 9 10 and couldn t believe they did not fit love how soft they are but needs to have a wide size these have to be medium besides that i like them very much order a larger size i wear size ten and ordered accordingly and they are short and my heels don t fit in them slipper couldn t possibly be sized right says its the size i ordered but way to small to be right i lose alot shopping thru walmart order size larger otherwise nice and comfortable,women's clothing,0
464,Womens Ladies Joggers Tracksuit Bottoms Trousers Slacks Gym Jogging Sweat Pants White,17.97,2.9,48.0,holes i love these but the stitches in the inside decent the pants came broken very thin material nope ripped off womens ladies joggers tracksuit bottoms trousers s too short decent not as pictured womens ladies joggers tracksuit bottoms trousers s not worth it not worth it disappointed,i would love to get a new pair os the grey pants the black pants i bought did not do this the seam on the backside revealed tiny holes which i have never experienced with previous purchases this happened upon initial wash i hope it is an isolated incident i actually like them i absolutely love these pants but i don t know if i got the right size or what i mean they fit perfectly for an xl i currently work at fedex so being comfortable is an essential for me since i work with boxes and have to move after washing one pair once correctly and accidentally washing another pair in the same row i bought 2 both xl in black i realize that inside the stitching is coming a little undone in the behind area i do not want to wear these at work again fearing it might tear when i bend down or do some light stretch before working i do not know i if i got the right size or what but i only wore these once so i probably will update my review if i do not forget if they don t tear in the inside when i use them again for the 2nd time i was very disappointed as these were way too small for me to fit in so i definitely suggest ordering a size up this material is really soft and i really love the color too but sadly they don t fit the seam was broken on the back part of the pants which is very upsetting because of their price also the material is very light the fabric is very thin and not at all like the pictures where it looks as if the fabric is thick its not like the usual thick cotton sweatpants material and im very disappointed because i was really excited about these material is see through thin and rough the legs are short while the crotch is so low that the waist line comes up to your armpits it s a real look worst pair of sweats i ve ever had very cheaply made not true to fit don t waste your money on these do not buy i bought 2 pairs and both pairs tore at the back seam with the first wear horrible quality do not buy these very cheap and see through i give them a negative star very short not meant for tall people i sized up and it was still very very very short went up to my calves i was very disappointed they didn t fit me even though i ordered an extra large which is usually my size the fabric wasn t as expected in the picture it looks as though the fabric is soft but in reality it wasn t that great definitely recommend ordering a size up where the pockets are already had a hole in one pocket going to return not as pictured and fabric not soft these are not sweatpants do not buy the back seam started ripping with first wear horrible quality too short for my height asian sizing did not adjust for taller women ive worn these two time around my house and the seam is already coming out im so disappointed fabric is thin this product is a very good mimic of the photo photo makes the pants seem thick but it is not totally not what i was expecting the photo looks so nice and they seem like there thick but there not i was really excited about them very thin unlike the picture at all runs small material is nylon feeling not what i thought at all,women's clothing,0
465,"Fit for Me Women's Plus Heather Assorted Cotton Hi-Cut Underwear, 6 Pack",12.98,4.3,293.0,i would highly recommend and will be buying again the undies are awesome love women s high cut brief panties good quality good experience good buy hi cut briefs good buy quality has dropped disappointed love these soft and stylish don t last long i love everything about these panties panty lerfect good fit and quality love em discrete wear,these are great fitting underwear hanes just lost a customer these are a perfect fit with a little extra fabric just in the right places hanes cuts these areas short i bought these and they really do fit well on me i ve been looking for a good pair of high waisted panties and these are just awesome and so comfortable i love my new panties they fit great and are very comfortable love the colors too they wash and dry well colors don t fade i will be ordering these again i bought them about a month ago i did have one issue one of the pair after one washing got a hole in the seam by the waist band odd the rest of them have been worn and washed numerous times with no issues i think maybe just stitching error all in all i like them would buy them again got these at a great price and they shipped quickly only problem is that a despair got torn the first time i put them on good price for the item all cotton full coverage no rolling up or down material decent could be thicker but for price cannot complain would buy again for everyday use n launders well i like the cotton blend it s soft and comfortable colors are fun the cut is a bit different than that of another brand but i m getting used to it just good for the price it seems like lately whenever i get cotton clothing its not as soft as it used to be kinda scratchy but not so bad i would return i have been wearing this particular size brand style of underwear for years so i have what needed replacing in hand to compare with the newer version the material was significantly thinner and somewhat scratchy additionally the product was much smaller in size that what i currently have which are supposed to be the same size furthermore i have dropped a clothes size since my last purchase so if anything these should have been a little big instead of too small i m super disappointed because finding comfortable underwear that doesn t ride up has been a challenge in the past and i was very happy with this product please go back to the previous standards i was hesitant to purchase these because i couldn t chose the color pattern i just received whatever they chose to send and was disappointed the waistband is narrower than what is pictured and folds down the material is not soft i will not order these again i already knew i loved these hi cut panties before i bought them they are my absolute favorite but i m having more and more trouble finding them in stores and i ve been trying to replace some pairs that are wearing out i m so glad that fruit of the loom still has these and that they are not discontinuing them the order arrived later than i expected took over a month but i m glad i waited it out not in the least bit disappointed very comfortable and fits my butt coverage is important and these do that without looking grannyish love the fit but they don t last long after washing they start to detach from band will go with the fotl fit brand these panties are amazing they fit just right and the waistband doesnt roll down the colors are very vibrant and they are so soft they washed up nicely no shrinkage or falling apart yes i would by these again fun vibrant colors soft durable and comfortable fits well good quality worth the price great quality but did not send colors shown in pic wish they had blue otherwise perfect can t always find them in store product was beyond what i expected ver6 comfortable to wear fit perfectly and very comfortable,women's clothing,0
466,Lissome Women's and Women's Plus Waffle Wrap Robe,14.96,4.6,347.0,usable pockets and super comfy very pleased great robe to have perfect robe love this waffle robe great i love this robe happy with this just what i was l looking for a good enough robe but buy it larger love the robe a very lightweight robe great find cheap satisfied customer perfect size comfortable and i want another one great robe made to put on a elephant,i bought this in a size bigger than what i needed and that s the only thing i regret about this purchase i wanted a roomy robe but i definitely overshot get the size you need it ll be roomy n nthis robe is the perfect length for me and keeps me warm without making me melt it also stays tied which is nice previous robes i ve owned have not done that this robe is perfect for lazy weekend mornings with a leisurely cup of coffee it s so comfy and it actually has usable pockets i have large arms so i ordered this in a 4x i didn t want anything fitting to tight on my arms i probably could have purchased it in a 3x as it is true to size i am currently wearing a 22w it s perfect for summertime weather love this robe i ve been looking to replace an old similar robe but could not find one most robes are thick bulky and hot this robe is light soft and comfortable very satisfied this robe was exactly what i was looking for the material is lightweight but doesn t feel cheap it has pockets on both sides that are surprisingly deep enough to hold whatever you would need it s a great robe to use as a cover up if someone stops by and you re in a nightgown pretty true to size i was looking for a lighter robe from my super long terry after bath robe this is perfect everything is perfect its nice and roomy the length is great color is pretty and the fabric is a nice weight i could not believe the price great buy from walmart i m so happy with this waffle robe i love putting on a robe when i get out of the shower and this one is so comfortable it s the perfect length the material is super soft and i absolutely love the weight of it it s not so heavy and not to light it s perfect i love the soft pink and will definitely be buying more for me and gifts makes a great christmas gift i highly recommend it this is a wonderful robe i have been on the hunt for one for quite awhile living in south florida i didnt want a heavy one or silk just something simple when you get out of the shower this is perfect weight wraps around and has the inside tie and the price is great highly recommend this is the perfect robe for my early morning walks with my dogs around the yard it s lightweight well made comfortable and comes out of the washer and dryer very nicely i m very satisfied with this purchase and i plan to buy another in a different color this turned out to be just what i wanted for the not so cold months when i don t want to use my fleece winter robe this weight is good for summer the sleeve length works well long enough to keep arms warm but not so long to be a danger when cooking breakfast the wrap style lets me get it on without having to deal with buttons or a zipper i like my new robe especially since it s hard to fine one that is light weight the fabric is okay although not quite as soft as i had hoped repeated washing may take care of that if you re considering this robe i recommend considering a size larger than you normally get walmart was out of my size but had one size larger and i m glad i chose it bought this as a robe to put on after using self tanner it s longer then in the picture just past my knees and i m 5 6 also buying black hand towels and bath towels as my tanner keeps transferring off when i get into water or wash my hands would be nice if there was some little detailing on it and a hood love the pockets inside ties length of the belt i washed before wearing and the robe came out of the dryer perfect good quality material and workmanship thank you i was hoping for a bit more mass in the fabric as it is very lightweight but like it other than that im a plus size 24 26 and it fits well with some extra room i love that its not bulky and it is perfect for cali weather thin material runs small for size so many reviews on how soft this feels but to me it felt cheap and a bit rough great robe lightweight and reasonably soft also lint free just wish they had more colors to choose from no big deal plan on ordering another one anyway i love it its soft its so comfortable size is perfect i want one in every color about to order more for my family i am very impressed by the quality of this robe for the price it s lightweight and long enough to wear around the house over pajamas made to put on a elephant these sizes are huge i will be returning it whatever size you are downsize it,women's clothing,0
467,Just My Size Plus-Size Women's Long-Sleeve Scoopneck Tee,8.24,4.1,456.0,get them while you can or you will regret it great value comfortable fit ehh it s ok not even close no complaints makes a nice look scoop away ill fitting great price point comfortable pretty but strange sizing great color best fitting tops runs small,i saw the items on line and loved the colors the price was very reasonable i read the description and ordered my size 1x when l received them because l brought 5 l tried one of them on and was very pleased and excited they are true to fit the colors l ordered was just as l pictured l really love the pink one because l love bright colors very comfortable good arm length and hugs your body just right there is nothing negative l have to say regarding the tops my only regret is that l didn t get 2 of the pink i m a big women and these tees are great i buy them in every color i love jms clothing a great deal they always fit perfectly wash beautifully and are a big bang for the buck beautiful vibrant colors warmer than i thought if you are short like me can use as a night shirt if you are average you can wear for a pajama top yes they are that comfortable great price lots of give in the fabric thanks just my size and walmart very beautiful vibrant colors much warmer than i thought i hope you all carry more colors as well as keep selling the ones you have now perfect for obesity lots of room to move in them comfortable enough to wear as a night shirt if you are a shortie like me if you are tall could wear as a pajama shirt great price you all are the best store ever i bought these in 4 colors as i am a fan of just my size products these shirts are even softer than some i have from several years ago love the depth of the purple and turquoise colors the black and white are perfect for my color preferences and will work well with my wardrobe i needed long sleeve shirts for my mother in her nursing home the color and fit were fabulous and kept her nice and warm she had luck with their sweat pants and sweatshirts so i knew this would be an excellent fit for her was definitely expecting this to have more of a loose fit and it doesn t i ve bought the same ones in the recent past but one thing i ve noticed on these is that different colors seem to fit different may not buy again they fit to size they wrinkle a lot when laundered i would not recommend for animal lovers they attract hair like a magnet and the hair is very noticeable shrank up too much always a 1x and it fit before i washed it now it fits my niece who is 12 and a medium a lot of shrinkage cute but i plan to order 2 sizes bigger at this price the fabric of these is super thin and the fit is horrible not even close to what you normally wear i like the style and fit of the shirt but it wasn t the color i had hoped for pretty common for online shopping though so don t like tight things around throat but don t want low cut in winter this works i use when i need to layer i like this item very much it is so soft and comfortable to wear do check the neckline because i didn t realize it was a scoopneck when i ordered it i am not happy with this shirt i went up a size because it is cotton and it just barely fits and it is very long i hope it doesn t shrink unless it is in length we will have to see when it is laundered otherwise it seems like nice fabric purchased this for my grandma along with 5 other shirts and she was tickled very affordable and nice quality grateful you carry these larger sizes for women i ve bought these long sleeved t s for many years and really like them the colors are bright and they re very comfortable having said that there s something off with the size charts or the fabric or both according to the chart i wear a 2x with some room to spare but in the past the 2x would shrink significantly making it tight across the tummy so i started sizing up to a 3x to allow for shrinkage so i again ordered a 3x but this time they didn t shrink as much as before they re baggier than expected please some consistency quality control would be appreciated great when weather needs layers to be comfortable all day love the color was a little big but will see what happens after it s washed these are the best fitting and most comfortable tops and the colors are great too nice material but size runs very small need to order 1 or 2 sizes up,women's clothing,0
468,No Boundaries Juniors' Destructed Curvy High Rise Ankle Skinny Jeans,17.98,4.7,63.0,fit is perfect hits right at the ankle perfect get them fun trendy great fit and look yada november 11 2020 love these jeans super jean love love love these jeggins great fit and look so cute love them perfect for school,these are amazing the cut and fit is perfect i got a 9 and i am 5ft 3in and between 130 140lbs my waist is a 29inch this hit right at the top of my foot ankle length i got every color even though it was difficult to find them highly recommend i love these the fit is so flattering they are extremely comfy to wear i m 5 4 205lbs and i get a size 17 the length is perfect on me i can t get enough of no boundaries jeans the distress is supported by backing which make these jeans very wearable the price was na little high but worth it for the trend look finding jeans in many sizes 14 17 are the best fit for me so far these are 17 s a junior size which is comparable to my 14s my daughter loves these jeans they fit exactly as described i like that there is actually fabric behind the destructed denim i purchased 4 colors perfect fit with my size waist 29 hip 39 hight 5 4 stretch and comfee material very reasonable price highly recommended havent tried it on yet but the quality is amazing this jean s reminds me of the one i bought from a store called buckles but this one is better if you want to get in on the distressed look but don t want your skin poking out of the holes these are for you i wear a size 10 in women s and got a size 13 they fit great and are very flattering for junior cut jeans these jeans are my favorite distressed jegging they are high waisted and fit like a glove to your body they run true to size the weight of the jean is very good quality especially for the price thanks walmart love these jeans they fit great you can wear them around they keep you warm with the padded rips ordered one in every color i bought the light and black jean the light color seems to fit better the black jeans material feels thicker and has a tighter fit my daughter bought them and i loved the way they fit her so i bought them for me love the fit very stylish these fit my daughter beautifully they are destructed but i like that there is denim behind the holes wish i bought a smaller size walmart clothes are cheap after one wash its over the jeans fit great and still keep you warm even with the rip style these are super cute and comfortable perfect for the price i dont buy any other jeans these are the best amazing i love they pants just wish there were more colors but they sold out so happy i bought them liked the distressed look without showing skin,women's clothing,0
469,JustVH Women's Long Sleeve Casual Sweatshirt Pullover Loose Tunic Shirts Blouse Tops With Pocket,9.11,2.4,182.0,not good quality for price ok but not what i ordered item not as shown item not as shown terrible awful very poor quality false picture and advertising very cheaply made shirt hate top is very small not as advertised great buy hate poor quality,the color was not the same as in the picture i ordered green and got a whitish pastel green as the picture showed a dark green and the guy is tight i ordered 2x in hopes of having it hang like in the picture but instead received a spandex type tighter shirt the quality on this is less than i expected for the price the sleeves are to short and the shirt seemed longer in the picture its barely long enough as a regular t shirt so if it shrinks it wont fit at all i m disappointed but it s too much hassle to return it i was disappointed that they run small and i ordered 2 the same size different colors and they are both not the same size tag says they are both large but they clearly not i agree with the other review on here im happy enough with it but i wouldnt have ordered a light mossy green the dark green is not what you woll be getting if you order green i was really looking forward to that dark color i do not recommend this item the shirt i received was similar but not the same as pictured there were no thumb holes or pockets in the shirt also it runs small i am a size large in just about every shirt i purchase and i got a large in this and it does not fit well if i had an errantly pulled off tags i would be returning this item i do not recommend this item the shirt i received was similar but not the same as pictured there were no thumb holes or pockets in the shirt also it runs small i am a size large in just about every shirt i purchase and i got a large in this and it does not fit well if i had an errantly pulled off tags i would be returning this item not at all what i thought i was ordering did have pockets but on the side seams not the front like it looked in the picture also a yucky fabric not like the picture would lead you to believe would say do not buy this i would give this a 0 if i could this is not a sweatshirt as stated it s a thiner shirt n the color is not a dark the photo shows the actual color no where near dark hunter green i hate this shirt and will return it want to give this zero stars very poor quality and sizing couldnt be more off a women s xl was the size of a childs and large also the material was terrible its not the shirt that was pictured where are the pockets and its not even the same fabric very very dissatisfied and disappointed i put one star because i had to but its actually no stars i was disappointed that they run small and i ordered 2 the same size different colors and they are both not the same size tag says they are both large but they clearly not very flimsy and thin shirt the pockets aren t set where they re supposed to be doesn t look like the picture when you try it on did not look like the picture and definitely needed to go up 1 size would not order again or recommend this looks more like a medium than a xxl i went by seller measurements this top isn t even close not at all what the description said it was runs small it s very short in length it is not sweatshirt material at all very disappointed super comfy should have bought a size bigger even though it fits i like it looser ndefiantly buy it but check the size chart did not look like the picture and definitely needed to go up 1 size would not order again or recommend i wear a 12 14 so i ordered a large fits good but seems as if pockets should be lower other than that fits nicely looks a lot better in picture than it really is its tee shirt material not sweater material that appears in pic this is cut really small the xl fits more like a medium it is nothing like a sweatshirt very disappointed and am returning it,women's clothing,0
470,Athletic Works Women's Athleisure Flared Yoga Pant with Fold over Waistband in Regular and Petite,11.96,4.2,108.0,love them but received the wrong color the price is right nice but order size up good yoga pants true to size pleasantly surprised seam at waist sewn too tight skintight not happy good quality ok replacement for ny runs small not long enough comfortable perfect for short women i like the old ones better good buy,love how they fit and look i already had a black pair which i love my only gripe is that i ordered the dark navy this time and received another black pair super comfy pants that fit well i did not get what i ordered though ugh we love these pants they actually fit not too long they hold you in a little as well as keep us drier cooler at workout facilities easy to wash we use a detergent for dark clothing in cool water and keep their shape as well as the color i love these pants the fit was spot on ni ordered 3 pair and will be ordering more nwanda nb a ok nice but run small i like these because the length is right for a short person they are a thicker material there are no outside seams and they fold down however i am a petite person only weigh 95 lb and am 5 4 and the petite medium is tight crazy that i should have to order a large i only ordered one pair to check quality and fit but i will reorder a few more pairs the next size up decent yoga pants for the price i followed other reviewers advice and ordered a size up don t do this order your regular size i have to return the 2 pairs i purchased because they are too big the material is soft and about average thickness i am 5 3 and the petite length was perfect for me bought these to wear while i walk in fall winter because im other pants were worn i bought the xl and they are very comfortable and fell nice my only gripe is i do not like how the top folds over as it doesnt stay folded over my belly when i have them on i can squat easily and soft to skin and although i ought specifically for walking i have started wearing them on errands as they look and feel good thus making me feel good love the way they fit although they seems to run small glad i ordered a size up they seems to wash a dry well but fabric started pilling immediately in wear areas these pants are a nice material and look nice but the sizing was off for me the seam at the waist is sewn tight and i hear it tear when i put the pants on ughhh no visible holes or anything but not comfortable for me i have bought other pants from this brand that have fit beautifully but these pants were a huge disappointment they were completely skintight on my big legs and fit more like leggings and there was virtually no flare at the bottom they re uncomfortable and look horrible on me if you are thick in the stems don t buy these i m sending them back for a refund not as good of quality as if it was bought in the store not happy with the purchase i returned all of it the day after i received them in the mail not as advertised the quality is better than i expected the material is thick enough and they dont lose their shape ii got the petite but could have got the regular length i am 5 feet 2 out of all of the petite yoga pants from walmart they are my most preferred they do fit a little snug so if you want something a little loose this may not be for you 5 3 100 lb bought a s petite tight and short but the material is good could not return as i washed it might try a m the pants are stiff and a little rough to the touch definitely recommend washing before wearing after 2 washes they are still stiff but not as bad they are thick and comfortable they are not as long as i hoped for or read about in the review if you are considered on the tall side don t believe the hype they are not long enough i am 5 8 and they barely reach my ankles i have been looking everywhere for comfy black slacks and these are it at the best price hard to find these yoga pants that are shor enough for petite women i am 5 feet and the petite is a perfect length these are ok but not my favorite i don t know why walmart changed this product i loved the old ones i m sorry i didn t order more these are tight through the thighs and flare from the knee down the flare is a little big great comfortable pair of yoga pants the band isnt too tight either which is a problem i have with others perfect fits as it should be,women's clothing,0
